Indicador;Idade;Genero;Dependentes;Escolaridade;Estado_Civil;Renda;Cartao;Limite_Credito
0;53;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;11909.0
0;32;M;3;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;21390.0
0;49;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;9264.0
0;39;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;5484.0
1;32;M;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;4739.0
1;30;M;1;Ensino Superior Completo;Divorciado;Menos de 40 Mil;Blue;7970.0
0;37;M;1;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;3127.0
0;38;M;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;7756.0
0;46;M;2;Sem Escolaridade;Solteiro;Mais de 120 Mil;Blue;34516.0
0;36;M;2;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;5605.0
0;33;M;1;Mestrado;Casado;De 80 Mil a 120 Mil;Blue;2946.0
0;58;F;3;Mestrado;Solteiro;Menos de 40 Mil;Blue;8886.0
0;46;M;4;Doutorado;Casado;Mais de 120 Mil;Blue;3104.0
0;39;M;5;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;19435.0
0;54;F;2;Doutorado;Casado;Menos de 40 Mil;Blue;3312.0
0;50;M;3;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;34516.0
0;41;M;3;Ensino Superior Completo;Solteiro;De 60 Mil a 80 Mil;Blue;5246.0
0;53;M;1;Pós-Graduação;;De 60 Mil a 80 Mil;Blue;2432.0
0;36;F;5;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3103.0
0;38;M;3;Desconhecido;Casado;Mais de 120 Mil;Blue;30746.0
1;55;F;2;Ensino Superior Completo;Solteiro;;Silver;34516.0
0;45;M;4;Ensino Superior Completo;;Mais de 120 Mil;Blue;11962.0
0;36;M;2;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;14690.0
0;45;M;1;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;6629.0
0;38;M;4;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;5535.0
0;35;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2544.0
0;48;M;3;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;3305.0
0;51;M;2;Sem Escolaridade;Solteiro;Mais de 120 Mil;Blue;34516.0
0;37;F;1;Ensino Superior Completo;Solteiro;;Blue;9466.0
0;33;F;2;Doutorado;Solteiro;;Blue;5297.0
0;31;M;1;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;4260.0
0;40;F;4;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;7291.0
0;43;M;4;Ensino Médio Completo;;De 80 Mil a 120 Mil;Blue;13882.0
0;63;M;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;6500.0
0;35;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;1626.0
0;31;F;1;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;6662.0
0;36;M;4;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;5846.0
0;34;M;1;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;8063.0
0;29;M;0;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;6224.0
0;55;M;1;Doutorado;Casado;De 60 Mil a 80 Mil;Blue;4597.0
1;46;M;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;7869.0
0;45;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;17884.0
1;52;F;0;Doutorado;Solteiro;Menos de 40 Mil;Blue;1438.3
0;40;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2046.0
0;46;F;4;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;6370.0
0;54;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2737.0
0;36;M;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2622.0
1;44;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;7266.0
0;37;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2258.0
0;35;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;6510.0
0;64;F;0;Desconhecido;Casado;;Blue;2508.0
0;52;F;2;Sem Escolaridade;Casado;;Blue;4006.0
0;37;F;5;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;3252.0
0;45;F;4;Sem Escolaridade;Casado;;Blue;16317.0
0;28;M;1;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;2109.0
0;65;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;7023.0
0;55;M;0;Pós-Graduação;Casado;Mais de 120 Mil;Blue;8302.0
0;55;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;9959.0
0;41;M;4;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;3636.0
0;57;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;5184.0
0;37;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;14575.0
0;29;M;0;Ensino Superior Completo;Divorciado;;Blue;3107.0
0;62;F;0;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;1438.3
0;42;M;4;Ensino Superior Completo;;De 60 Mil a 80 Mil;Blue;3092.0
0;47;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;8322.0
0;44;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Silver;10110.0
0;34;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2707.0
0;37;M;1;Pós-Graduação;Solteiro;;Blue;4397.0
0;33;F;2;Pós-Graduação;Solteiro;;Blue;5795.0
0;40;M;4;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;9760.0
0;51;M;2;Doutorado;Solteiro;De 40 Mil a 60 Mil;Blue;6103.0
0;65;M;1;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2246.0
0;46;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;4930.0
0;27;M;0;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;3178.0
0;37;F;1;Ensino Médio Completo;;Menos de 40 Mil;Blue;3003.0
0;34;F;1;Doutorado;Casado;;Blue;2318.0
0;34;M;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2638.0
0;35;F;1;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2004.0
0;55;F;2;Mestrado;Casado;Menos de 40 Mil;Blue;2414.0
0;60;F;0;Doutorado;Casado;Menos de 40 Mil;Blue;1438.3
0;56;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;2043.0
0;52;M;2;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;34516.0
0;45;F;4;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;3111.0
0;56;M;1;Pós-Graduação;Casado;Mais de 120 Mil;Blue;2585.0
1;26;M;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2469.0
0;30;M;1;Desconhecido;Solteiro;Menos de 40 Mil;Blue;8744.0
0;34;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;4185.0
0;39;M;3;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;4759.0
0;36;M;3;Pós-Graduação;Solteiro;Mais de 120 Mil;Blue;24457.0
0;32;M;3;Desconhecido;Solteiro;Mais de 120 Mil;Blue;14244.0
1;48;M;4;Doutorado;Solteiro;De 80 Mil a 120 Mil;Blue;6572.0
0;50;F;2;Sem Escolaridade;Casado;;Blue;23381.0
0;39;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3471.0
0;61;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2250.0
0;65;F;1;Desconhecido;Casado;;Blue;15965.0
0;45;F;1;Ensino Médio Completo;Divorciado;Menos de 40 Mil;Blue;9433.0
0;34;M;3;Sem Escolaridade;Divorciado;Mais de 120 Mil;Blue;9180.0
0;37;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;8818.0
0;44;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;4066.0
0;56;M;1;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;9031.0
0;36;M;4;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;9887.0
0;65;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4161.0
0;26;M;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2740.0
1;26;F;0;Ensino Médio Completo;Solteiro;;Blue;6152.0
0;34;M;3;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;8167.0
0;51;M;2;Ensino Superior Completo;Casado;Mais de 120 Mil;Blue;23742.0
0;57;M;3;Ensino Superior Completo;;De 60 Mil a 80 Mil;Blue;16791.0
0;30;M;0;Pós-Graduação;Divorciado;De 80 Mil a 120 Mil;Blue;26783.0
0;35;M;1;Mestrado;Casado;De 80 Mil a 120 Mil;Blue;25516.0
0;32;M;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;4815.0
0;62;M;1;Pós-Graduação;Casado;;Blue;3198.0
1;32;M;1;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2218.0
0;53;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;23462.0
0;55;M;3;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;2252.0
0;26;F;1;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2557.0
1;35;F;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2300.0
0;31;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3540.0
0;53;M;3;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;22938.0
0;45;M;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;13129.0
0;39;M;3;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;61;F;0;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3396.0
0;31;F;0;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;4712.0
0;37;M;2;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;7638.0
0;41;M;3;Mestrado;Casado;De 60 Mil a 80 Mil;Blue;2624.0
0;58;M;3;Pós-Graduação;Casado;Mais de 120 Mil;Blue;17934.0
0;45;M;5;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Silver;15198.0
0;57;F;4;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3191.0
0;35;M;1;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;6053.0
0;39;M;2;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;5510.0
0;55;M;3;Doutorado;Casado;Mais de 120 Mil;Blue;12875.0
0;41;F;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2602.0
0;55;F;0;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2041.0
0;52;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2548.0
0;57;M;2;Pós-Graduação;Casado;Mais de 120 Mil;Blue;4698.0
0;40;F;3;Ensino Médio Completo;;Menos de 40 Mil;Blue;2222.0
0;47;M;4;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;8217.0
0;42;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Silver;10091.0
0;39;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;19074.0
0;39;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Gold;34516.0
0;36;M;3;Pós-Graduação;Casado;Mais de 120 Mil;Blue;12852.0
0;36;M;2;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;12763.0
0;29;M;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2827.0
0;56;F;2;Sem Escolaridade;Casado;;Blue;8242.0
0;37;F;4;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1825.0
0;61;M;0;Mestrado;Casado;Menos de 40 Mil;Blue;1438.3
0;36;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;5497.0
0;51;F;1;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;6778.0
1;46;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;4267.0
0;31;F;0;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3273.0
0;33;M;2;Doutorado;Solteiro;De 40 Mil a 60 Mil;Blue;9371.0
0;50;F;3;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;1438.3
1;57;F;3;Ensino Médio Completo;Solteiro;;Blue;8389.0
0;65;M;0;Doutorado;Solteiro;;Blue;28410.0
0;48;M;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;6168.0
0;57;F;3;Desconhecido;Solteiro;;Blue;2111.0
0;63;F;1;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;3141.0
0;50;F;2;Pós-Graduação;Divorciado;De 40 Mil a 60 Mil;Blue;8307.0
0;39;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;30753.0
0;39;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;2731.0
0;39;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;2890.0
0;52;M;1;Desconhecido;Solteiro;Mais de 120 Mil;Blue;34516.0
0;37;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;8058.0
0;50;F;2;Sem Escolaridade;Casado;;Blue;5660.0
0;59;M;0;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;4230.0
0;38;M;2;Pós-Graduação;;De 40 Mil a 60 Mil;Blue;9515.0
0;65;F;0;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;10962.0
0;57;M;1;Desconhecido;Casado;Mais de 120 Mil;Blue;23848.0
0;65;M;0;Sem Escolaridade;Casado;;Blue;10144.0
0;38;F;4;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2997.0
0;41;M;2;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;2647.0
0;55;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4580.0
0;28;M;0;Mestrado;Casado;;Blue;2608.0
0;31;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;34516.0
0;39;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;3156.0
0;44;F;3;Pós-Graduação;Casado;;Blue;24936.0
0;55;M;3;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;26101.0
0;57;M;3;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;14270.0
0;28;M;0;Ensino Médio Completo;Casado;;Blue;25618.0
0;35;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3230.0
0;46;F;4;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;8881.0
0;65;F;1;Sem Escolaridade;Solteiro;;Blue;11037.0
0;50;F;2;Sem Escolaridade;Casado;;Blue;16763.0
0;31;M;0;Sem Escolaridade;Divorciado;De 40 Mil a 60 Mil;Blue;2621.0
0;49;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;4939.0
0;50;F;3;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;4419.0
0;44;F;4;Ensino Médio Completo;Divorciado;Menos de 40 Mil;Blue;9235.0
0;63;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3055.0
0;41;M;1;Pós-Graduação;Divorciado;De 80 Mil a 120 Mil;Blue;19412.0
0;56;M;1;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;12786.0
0;55;M;1;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;4666.0
0;48;F;4;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;4894.0
0;35;M;2;Ensino Médio Completo;Solteiro;Mais de 120 Mil;Blue;27389.0
0;30;F;0;Mestrado;Solteiro;Menos de 40 Mil;Blue;2132.0
0;37;M;3;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;6590.0
0;53;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3176.0
0;37;M;1;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;4288.0
0;65;F;0;Sem Escolaridade;Solteiro;;Blue;20130.0
0;48;M;2;Doutorado;Solteiro;Menos de 40 Mil;Blue;5945.0
0;37;M;1;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;3350.0
0;35;M;1;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;4008.0
0;35;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;5780.0
0;49;F;2;Ensino Médio Completo;;De 40 Mil a 60 Mil;Blue;2497.0
0;26;F;0;Ensino Médio Completo;Solteiro;;Blue;10286.0
0;58;M;1;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;2347.0
0;29;F;2;Sem Escolaridade;Solteiro;;Blue;23125.0
0;58;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;3034.0
0;33;M;2;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;7081.0
0;36;M;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;6824.0
0;47;F;3;Doutorado;Casado;Menos de 40 Mil;Blue;1438.3
0;41;M;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2683.0
0;46;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;12280.0
0;58;M;4;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;14607.0
0;53;F;1;Doutorado;Solteiro;Menos de 40 Mil;Blue;2267.0
0;54;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;2556.0
0;39;F;1;Sem Escolaridade;Divorciado;;Blue;12512.0
0;49;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;11332.0
0;35;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3073.0
0;47;M;3;Ensino Superior Completo;Casado;Mais de 120 Mil;Silver;34516.0
0;38;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;5323.0
0;56;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;9078.0
0;56;M;2;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;27029.0
0;38;M;3;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;9859.0
1;46;M;3;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;4026.0
0;37;M;1;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;2608.0
0;63;F;0;Desconhecido;Casado;Menos de 40 Mil;Blue;3552.0
0;65;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;4613.0
0;38;M;4;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;10386.0
0;45;F;4;Doutorado;;;Silver;34516.0
0;26;M;0;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;2657.0
0;58;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;5031.0
1;48;M;3;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;34516.0
0;26;F;0;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;1612.0
0;48;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2423.0
1;33;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;7140.0
0;62;F;0;Doutorado;Casado;De 40 Mil a 60 Mil;Blue;3377.0
1;55;M;3;Sem Escolaridade;Divorciado;De 80 Mil a 120 Mil;Blue;34516.0
0;40;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2295.0
0;46;M;2;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;3150.0
0;58;M;1;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2165.0
0;47;M;2;Pós-Graduação;;De 60 Mil a 80 Mil;Blue;4249.0
0;50;M;2;Desconhecido;Divorciado;De 60 Mil a 80 Mil;Blue;2966.0
0;53;M;1;Pós-Graduação;Casado;Mais de 120 Mil;Blue;1612.0
0;45;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;14593.0
0;48;M;4;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;8327.0
0;43;M;3;Mestrado;Casado;De 60 Mil a 80 Mil;Gold;34516.0
0;60;M;0;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;6479.0
0;56;M;2;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;18442.0
0;43;F;3;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;2800.0
0;57;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3032.0
0;52;F;1;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;2151.0
0;56;F;1;Desconhecido;Casado;;Blue;24073.0
1;43;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;25517.0
0;38;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;7709.0
0;53;M;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;4065.0
0;52;F;1;Pós-Graduação;Divorciado;;Blue;13169.0
0;58;M;2;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;11811.0
0;34;F;3;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;7440.0
0;36;M;1;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;12714.0
0;55;F;0;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;3735.0
0;54;M;1;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;25882.0
0;36;M;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;3877.0
0;35;F;2;Pós-Graduação;Solteiro;;Blue;3280.0
0;53;M;2;Pós-Graduação;Casado;Mais de 120 Mil;Blue;11023.0
0;48;F;3;Pós-Graduação;;Menos de 40 Mil;Blue;6182.0
0;37;M;3;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;2186.0
0;45;M;3;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;17996.0
0;54;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2306.0
0;38;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Silver;26556.0
0;35;F;2;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;5779.0
0;36;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;5494.0
0;33;M;1;Mestrado;Casado;Mais de 120 Mil;Blue;7571.0
0;28;M;1;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;2897.0
0;36;F;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;3131.0
0;34;F;3;Ensino Superior Completo;Divorciado;Menos de 40 Mil;Blue;4274.0
0;55;M;0;Doutorado;Casado;De 60 Mil a 80 Mil;Blue;4980.0
0;61;F;0;Mestrado;Casado;Menos de 40 Mil;Blue;3156.0
0;44;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;6861.0
0;54;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;15554.0
0;39;M;2;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;26570.0
0;51;M;1;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;22224.0
0;47;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;10606.0
0;37;F;1;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;5865.0
0;47;F;3;Pós-Graduação;;De 40 Mil a 60 Mil;Blue;5369.0
0;56;M;3;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;5188.0
0;53;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;17742.0
0;62;M;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2591.0
0;58;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2800.0
0;57;M;1;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;6543.0
0;54;F;1;Doutorado;Solteiro;;Blue;26053.0
0;33;F;3;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;6316.0
0;54;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4658.0
0;30;M;0;Pós-Graduação;Divorciado;De 60 Mil a 80 Mil;Blue;6476.0
0;36;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;8087.0
0;60;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;9033.0
0;46;F;4;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3206.0
0;55;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;28751.0
0;55;M;1;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;2938.0
0;31;M;0;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;5715.0
0;55;F;3;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;2111.0
0;36;M;2;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;11862.0
0;34;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Blue;2791.0
0;33;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;6551.0
0;30;M;2;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;4533.0
0;54;F;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;1854.0
0;53;M;2;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;6704.0
0;59;M;0;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;41;M;2;Ensino Superior Completo;Solteiro;Mais de 120 Mil;Blue;5489.0
0;45;M;3;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;10619.0
0;50;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2481.0
0;57;M;2;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;5100.0
0;63;M;0;Doutorado;Solteiro;De 40 Mil a 60 Mil;Blue;5905.0
0;35;F;3;Desconhecido;Solteiro;;Blue;9293.0
0;35;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;5240.0
0;53;M;3;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;4182.0
0;33;F;4;Ensino Superior Completo;Divorciado;Menos de 40 Mil;Blue;9857.0
0;38;M;2;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;20117.0
0;31;M;0;Ensino Médio Completo;Divorciado;Menos de 40 Mil;Blue;6012.0
0;37;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;6369.0
0;36;M;1;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;13005.0
1;39;F;3;Pós-Graduação;Casado;;Blue;1575.0
0;58;F;0;Mestrado;Casado;Menos de 40 Mil;Blue;6679.0
0;39;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;6458.0
0;61;M;0;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;20803.0
0;34;M;4;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;5540.0
0;55;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;2801.0
